Technology,Hour,Fuel,value
H2Tank,4802,H2,1.981234714505859e-6
H2Tank,8669,H2,2.7194622333432365e-6
Battery,329,Power,636.490633581328
Battery,1021,Power,0.0
PHS,4155,Power,0.0
Battery,3735,Power,266.30067785904856
PHS,8375,Power,0.0
H2Tank,4235,H2,4.177037476850905e-6
Battery,102,Power,0.0
PHS,3773,Power,25.237772807933762
PHS,8475,Power,0.0
H2Tank,922,H2,6.50346918868486e-6
H2Tank,1931,H2,2.1702277450274106e-6
PHS,1760,Power,256.6952318864043
H2Tank,8716,H2,3.395836690840724e-6
PHS,2298,Power,-0.0
H2Tank,7659,H2,5.11309639933842e-6
H2Tank,381,H2,5.770278637770919e-6
H2Tank,546,H2,5.797670243295599e-6
PHS,4878,Power,0.0
PHS,5411,Power,15.806276618107626
Battery,7463,Power,67.39868318350354
H2Tank,3461,H2,5.338804303264208e-6
H2Tank,5110,H2,6.8020880161725866e-6
Battery,3525,Power,14.269367903843534
H2Tank,4876,H2,3.4327975458388212e-6
H2Tank,4273,H2,4.140080862914776e-6
Battery,4207,Power,0.0
Battery,7803,Power,-0.0
H2Tank,1843,H2,1.9892375984280436e-6
Battery,6715,Power,0.0
H2Tank,4000,H2,5.240667543152829e-6
Battery,6098,Power,0.0
PHS,5105,Power,44.955015
PHS,4997,Power,0.0
Battery,3589,Power,488.2823730726451
Battery,7871,Power,0.0
PHS,5444,Power,118.2963985448571
H2Tank,1656,H2,4.160675459801793e-6
H2Tank,5554,H2,2.993788257913135e-6
Battery,2022,Power,-0.0
PHS,5902,Power,0.0
PHS,7517,Power,75.47526227272157
H2Tank,7224,H2,6.807235251707012e-6
PHS,1843,Power,311.86986052942285
PHS,7825,Power,516.5967055487454
H2Tank,6255,H2,1.1458303292478024e-6
PHS,6919,Power,89.76037462523992
Battery,2943,Power,690.8159906007467
PHS,179,Power,884.4622863105083
H2Tank,6663,H2,5.401967852750343e-6
PHS,6408,Power,0.0
PHS,6849,Power,102.4951250266871
H2Tank,3007,H2,3.391705896489854e-6
PHS,7146,Power,157.57098687830828
PHS,4378,Power,0.0
Battery,5526,Power,39.35704830297844
PHS,2230,Power,0.0
Battery,7824,Power,53.930519203132086
Battery,4584,Power,0.0
H2Tank,4890,H2,3.693334464283199e-6
PHS,1538,Power,832.2695328396412
PHS,5476,Power,0.0
H2Tank,7572,H2,6.818294527616418e-6
H2Tank,5319,H2,5.507929372181474e-6
PHS,1778,Power,0.0
Battery,15,Power,335.0055049683882
Battery,1202,Power,0.0
PHS,6924,Power,164.16261938371994
H2Tank,2814,H2,4.163738920225675e-6
H2Tank,5132,H2,6.4861161768240155e-6
Battery,8053,Power,34.94967250804521
Battery,1755,Power,941.1156518518519
H2Tank,4616,H2,1.638258619958456e-6
H2Tank,1099,H2,6.30781910457046e-6
Battery,2490,Power,162.57047923463634
PHS,2949,Power,177.35618620176493
PHS,3591,Power,118.17810214631226
PHS,3680,Power,-0.0
Battery,5332,Power,0.0
PHS,6766,Power,121.19456129922297
PHS,8221,Power,0.0
H2Tank,3949,H2,5.395179326236644e-6
H2Tank,1013,H2,5.155494295771676e-6
H2Tank,6997,H2,7.7119470715467e-6
H2Tank,8278,H2,2.158997412952196e-6
H2Tank,951,H2,5.896163252611804e-6
Battery,1504,Power,777.7641474558825
Battery,2043,Power,16.770678025536576
Battery,4065,Power,0.0
H2Tank,5896,H2,1.5595402688833328e-6
Battery,3646,Power,0.0
PHS,4400,Power,-0.0
Battery,239,Power,652.741673659818
Battery,1536,Power,153.41525094895115
Battery,6109,Power,0.0
Battery,8133,Power,612.82390122516
PHS,6277,Power,-0.0
Battery,7682,Power,334.04750139624457
H2Tank,4600,H2,1.9419115879949857e-6
Battery,8073,Power,157.76089862148345
Battery,1505,Power,715.1932467078036
PHS,6663,Power,14.970015000000002
Battery,6828,Power,0.0
PHS,6926,Power,193.8194583075719
H2Tank,5803,H2,8.328385427711182e-7
Battery,5758,Power,327.0781671963246
H2Tank,3580,H2,5.929209607419036e-6
PHS,6734,Power,92.0122789434246
PHS,7719,Power,296.48398179738984
Battery,1213,Power,0.0
H2Tank,1912,H2,2.2195032302755857e-6
Battery,4075,Power,276.7679429661356
H2Tank,1008,H2,5.391134766812292e-6
H2Tank,3178,H2,1.9497207967541937e-6
PHS,5849,Power,0.0
PHS,8436,Power,-0.0
PHS,755,Power,0.0
H2Tank,4678,H2,1.1926756859917896e-6
Battery,1082,Power,0.0
H2Tank,2276,H2,4.752799807738563e-6
Battery,2002,Power,0.0
Battery,6697,Power,0.0
PHS,3118,Power,984.449487118293
PHS,3183,Power,110.52792033657418
Battery,2344,Power,142.13759546554283
H2Tank,4699,H2,1.019422650098268e-6
Battery,169,Power,-0.0
PHS,1508,Power,639.3875009850401
Battery,2012,Power,251.3014592452417
Battery,439,Power,0.0
Battery,747,Power,0.0
H2Tank,3175,H2,1.9125012369764254e-6
H2Tank,7732,H2,3.95361833269719e-6
H2Tank,2699,H2,6.231629840112005e-6
PHS,7678,Power,68.12544528576274
PHS,1605,Power,111.50694837792875
Battery,1670,Power,557.1102294588428
Battery,5575,Power,-0.0
Battery,6833,Power,29.148687910662865
Battery,7464,Power,0.0
Battery,8207,Power,0.0
PHS,1956,Power,-0.0
Battery,352,Power,0.0
PHS,4667,Power,119.58083895083959
PHS,2953,Power,98.33402098286687
H2Tank,6580,H2,5.20302529086618e-6
Battery,3632,Power,0.0
H2Tank,344,H2,5.732294273152664e-6
Battery,593,Power,0.0
Battery,5584,Power,-0.0
PHS,6402,Power,38.46164753552384
Battery,5630,Power,745.528189694664
H2Tank,8269,H2,2.059657604930935e-6
H2Tank,1250,H2,6.680014702348143e-6
PHS,6839,Power,7.191491732909398
H2Tank,2348,H2,4.6601453270566016e-6
PHS,1285,Power,282.88063516938166
PHS,3962,Power,58.94137284354957
PHS,8439,Power,-0.0
H2Tank,4654,H2,1.4837468368746377e-6
H2Tank,6403,H2,3.0006488824801933e-6
PHS,5366,Power,-0.0
PHS,5483,Power,42.23764261601953
Battery,6860,Power,450.77364459416845
PHS,1946,Power,67.01209417012818
Battery,2864,Power,59.316721168034626
H2Tank,1420,H2,7.900614953984479e-6
H2Tank,194,H2,7.633232961533563e-6
H2Tank,338,H2,5.707393584686939e-6
H2Tank,4284,H2,4.078223560512922e-6
Battery,2488,Power,333.68312398503036
Battery,5252,Power,0.0
PHS,4883,Power,0.0
Battery,7502,Power,728.3451059258239
Battery,5033,Power,740.0926791776751
H2Tank,5370,H2,4.882408074981993e-6
H2Tank,3320,H2,3.718833142485553e-6
Battery,122,Power,0.0
PHS,4190,Power,1.1853396051998764
H2Tank,719,H2,6.676196332895101e-6
H2Tank,1230,H2,6.680014702348143e-6
Battery,7432,Power,262.04418968332965
PHS,2640,Power,0.0
Battery,1348,Power,375.7691310904817
H2Tank,4457,H2,2.9324172639495897e-6
PHS,4056,Power,70.96996948293057
PHS,6840,Power,0.0
PHS,8742,Power,745.589955839906
Battery,3541,Power,-0.0
H2Tank,8760,H2,4.2146670059516256e-6
Battery,1297,Power,0.0
Battery,5950,Power,625.3887487999596
PHS,5712,Power,0.0
PHS,6637,Power,89.77529977508999
H2Tank,4683,H2,1.0563792640343981e-6
Battery,8066,Power,283.3247771477259
Battery,6279,Power,0.0
Battery,1823,Power,0.0
Battery,416,Power,90.30370029955448
Battery,5709,Power,20.03445440212301
PHS,8560,Power,-0.0
H2Tank,8654,H2,2.4681722436631126e-6
PHS,5236,Power,-0.0
Battery,3590,Power,414.88101940718974
H2Tank,6032,H2,6.812191639453195e-7
PHS,338,Power,239.97707393318058
H2Tank,6828,H2,8.18727540042694e-6
Battery,1375,Power,75.62121079308082
Battery,6660,Power,0.0
H2Tank,3682,H2,5.912046029659169e-6
H2Tank,6761,H2,7.18850672208322e-6
H2Tank,110,H2,5.77225497264515e-6
PHS,3846,Power,0.0
H2Tank,2428,H2,5.702555946675752e-6
Battery,6497,Power,47.51086686180821
PHS,6689,Power,-0.0
PHS,5407,Power,-0.0
Battery,3586,Power,632.5367531799074
H2Tank,4367,H2,3.322565277012064e-6
H2Tank,3502,H2,5.550065736460414e-6
Battery,7624,Power,658.4838875881562
Battery,1518,Power,0.0
H2Tank,5332,H2,5.439912634123598e-6
Battery,1583,Power,207.47593746270528
PHS,7541,Power,361.89976693259905
Battery,6764,Power,102.33718328862301
Battery,5944,Power,862.8013107399223
PHS,5592,Power,-0.0
H2Tank,22,H2,4.624082163507076e-6
PHS,7310,Power,1154.8351501388693
PHS,8620,Power,20.428363464860396
H2Tank,386,H2,5.720740206681108e-6
Battery,4602,Power,166.52684403321035
Battery,3696,Power,0.0
H2Tank,2211,H2,4.659619435373323e-6
PHS,5460,Power,5.655093366625859
PHS,367,Power,0.0
Battery,362,Power,0.0
Battery,2547,Power,224.775
PHS,889,Power,0.0
PHS,4639,Power,44.955015
H2Tank,6465,H2,3.838220450400798e-6
Battery,4422,Power,0.0
H2Tank,4970,H2,5.665971132504917e-6
H2Tank,5714,H2,1.6254534402081048e-6
Battery,2070,Power,-0.0
H2Tank,779,H2,6.564800599403435e-6
Battery,6521,Power,59.9305498026578
Battery,916,Power,0.0
PHS,2049,Power,-0.0
H2Tank,6786,H2,7.672360999194207e-6
Battery,5501,Power,51.33108233007471
H2Tank,4341,H2,3.4711805702815003e-6
Battery,7538,Power,890.0345522727031
Battery,808,Power,-0.0
PHS,3243,Power,0.0
Battery,1020,Power,0.0
PHS,2112,Power,0.0
H2Tank,2817,H2,4.2009584800034434e-6
H2Tank,5529,H2,3.2725405374839417e-6
Battery,1013,Power,480.3246608215879
PHS,4457,Power,14.970015000000002
H2Tank,7813,H2,5.637867028570632e-6
H2Tank,5136,H2,6.4861161768240155e-6
PHS,4780,Power,-0.0
H2Tank,8536,H2,2.3177163295022174e-6
H2Tank,6867,H2,8.082302048432926e-6
H2Tank,3025,H2,2.7348615293269797e-6
H2Tank,2053,H2,2.7051981282780313e-6
Battery,5787,Power,395.7917474760011
PHS,7249,Power,1051.9142527860727
Battery,2789,Power,106.82583812594484
PHS,6523,Power,49.429177804029734
PHS,5647,Power,0.0
Battery,3281,Power,0.0
Battery,6101,Power,0.0
H2Tank,907,H2,6.3607503852298086e-6
Battery,6182,Power,171.3846481586768
Battery,2843,Power,167.06759757318432
Battery,6528,Power,0.0
Battery,5897,Power,0.0
PHS,5772,Power,114.56759356141347
H2Tank,748,H2,6.6266579018052896e-6
PHS,8166,Power,-0.0
Battery,7906,Power,-0.0
PHS,3914,Power,0.0
PHS,6470,Power,87.64986977156181
PHS,44,Power,112.47976659383416
PHS,855,Power,0.0
PHS,3623,Power,63.980321692080544
H2Tank,8362,H2,1.6767208108910351e-6
PHS,109,Power,0.0
PHS,4375,Power,-0.0
Battery,3964,Power,15.617477248333829
Battery,1870,Power,879.4941234136876
H2Tank,3710,H2,6.327883568712281e-6
Battery,3878,Power,19.89908217206589
H2Tank,7760,H2,4.409621555904279e-6
H2Tank,8144,H2,6.568443671628714e-7
H2Tank,1764,H2,3.9509733237202586e-7
PHS,5445,Power,118.17810214631224
PHS,3147,Power,512.2673221229999
Battery,4904,Power,0.0
H2Tank,6479,H2,4.024318249289639e-6
PHS,1167,Power,0.0
PHS,7043,Power,356.3165884595157
H2Tank,8463,H2,2.2732855507018797e-6
Battery,5958,Power,289.4828290664973
H2Tank,1303,H2,6.717234262125911e-6
Battery,794,Power,-0.0
Battery,5132,Power,292.90005427828754
Battery,587,Power,-0.0
Battery,4736,Power,0.0
PHS,4082,Power,60.62473586664451
PHS,5112,Power,2.476556727315574
PHS,8503,Power,0.0
PHS,2781,Power,4.224794424613764
PHS,1841,Power,282.4494770340138
PHS,2476,Power,30.68874979298711
H2Tank,5047,H2,5.840538897606633e-6
H2Tank,5764,H2,1.7250561940710037e-6
Battery,8613,Power,0.0
Battery,6159,Power,482.2732192301684
Battery,5782,Power,72.05557736064213
H2Tank,3079,H2,3.4484555466022353e-6
Battery,2303,Power,0.0
H2Tank,5886,H2,1.3734424699944915e-6
Battery,1318,Power,313.27022952516654
PHS,2416,Power,83.17131443544795
H2Tank,500,H2,7.315547733152401e-6
PHS,5707,Power,42.44852069852936
PHS,3280,Power,-0.0
Battery,5901,Power,0.0
PHS,13,Power,733.6995718453755
PHS,5394,Power,44.94004498500001
Battery,2437,Power,90.07099051414991
Battery,1416,Power,998.6699641776272
H2Tank,3792,H2,5.969584517296478e-6
PHS,3873,Power,46.797690905005375
H2Tank,5844,H2,9.760832379094459e-7
Battery,3491,Power,25.096510452473527
PHS,4509,Power,78.62784382462911
PHS,5985,Power,39.27458833345112
H2Tank,2392,H2,5.454337899543417e-6
H2Tank,8150,H2,3.965703945601318e-7
Battery,8561,Power,0.0
H2Tank,3823,H2,5.864611165302473e-6
Battery,967,Power,178.71027395572574
PHS,2672,Power,289.2396911726856
H2Tank,2080,H2,3.1022944145214383e-6
Battery,4026,Power,510.59453698512954
Battery,1306,Power,0.0
PHS,2919,Power,0.0
H2Tank,4788,H2,1.9067955949503227e-6
PHS,3403,Power,0.0
PHS,1392,Power,1776.9983397494902
PHS,6680,Power,0.0
Battery,3838,Power,0.0
PHS,4200,Power,32.51479822400646
PHS,5172,Power,15.000000000000002
Battery,8332,Power,0.725498389098174
H2Tank,6232,H2,6.991956119145833e-7
Battery,8343,Power,0.0
PHS,2891,Power,51.0198049579214
Battery,1113,Power,0.0
Battery,4420,Power,-0.0
PHS,4376,Power,0.0
H2Tank,7119,H2,7.36368802748206e-6
PHS,967,Power,208.640445014985
PHS,2217,Power,-0.0
PHS,4182,Power,0.0
PHS,6100,Power,14.985000000000001
PHS,7017,Power,596.9155868078157
Battery,5943,Power,936.8610816192593
PHS,3252,Power,0.0
H2Tank,2720,H2,5.320670936002421e-6
H2Tank,2620,H2,5.028022110069739e-6
Battery,6610,Power,0.0
H2Tank,3206,H2,2.7190126807752833e-6
Battery,2902,Power,606.8455892985286
Battery,3225,Power,0.0
H2Tank,4903,H2,4.139969181616418e-6
PHS,5932,Power,58.724180591266574
PHS,2887,Power,95.10561794101106
PHS,1632,Power,373.23424637728573
PHS,3171,Power,58.94137284354958
H2Tank,503,H2,7.389986852707937e-6
PHS,4810,Power,0.0
Battery,5512,Power,33.539607114647005
PHS,5341,Power,17.966114413685442
H2Tank,6793,H2,7.709580558971975e-6
PHS,5610,Power,157.88660219609827
H2Tank,4249,H2,4.090279485983325e-6
Battery,4694,Power,410.9272545374267
PHS,4131,Power,19.627470607862765
Battery,7442,Power,0.0
PHS,5928,Power,98.25392084994103
Battery,3948,Power,0.0
H2Tank,6785,H2,7.672360999194207e-6
H2Tank,3884,H2,5.716784709557958e-6
PHS,5275,Power,-0.0
H2Tank,1119,H2,6.30781910457046e-6
PHS,6522,Power,69.10612706835299
PHS,3391,Power,15.000000000000002
Battery,6273,Power,0.0
H2Tank,5015,H2,6.075649235902007e-6
PHS,2568,Power,0.0
PHS,4847,Power,29.895134925015004
PHS,1806,Power,45.89542679146905
H2Tank,2498,H2,5.269028938179494e-6
PHS,3203,Power,74.850149925015
PHS,6097,Power,0.0
PHS,227,Power,1345.66176662079
PHS,1520,Power,574.8114661397439
PHS,4767,Power,44.955015
H2Tank,1388,H2,8.354894892347715e-6
H2Tank,1443,H2,6.7951114692452325e-6
H2Tank,3056,H2,3.0018208292690162e-6
H2Tank,4079,H2,4.609249756138965e-6
PHS,7313,Power,1092.6093825488722
H2Tank,5734,H2,1.6192940045520831e-6
Battery,1068,Power,20.165513748159015
Battery,4630,Power,0.0
PHS,6886,Power,0.0
PHS,7772,Power,0.0
PHS,8684,Power,0.0
Battery,4578,Power,133.1725375670401
H2Tank,1754,H2,8.429464071136745e-7
PHS,2402,Power,29.970015000000004
H2Tank,3729,H2,6.495503060633058e-6
Battery,2044,Power,6.945847126252533
Battery,2202,Power,0.0
PHS,5269,Power,24.51197420860081
PHS,4427,Power,-0.0
H2Tank,5660,H2,1.7550645348261985e-6
H2Tank,8097,H2,1.2448831587429553e-6
PHS,320,Power,537.0874765569341
H2Tank,8344,H2,1.7136774248271652e-6
Battery,1094,Power,0.0
Battery,8443,Power,0.0
PHS,291,Power,784.2701413831377
Battery,7807,Power,0.0
Battery,4070,Power,-0.0
PHS,796,Power,14.543492655286919
PHS,4890,Power,29.955015000000003
H2Tank,3537,H2,5.841925724868178e-6
H2Tank,459,H2,6.608376097374804e-6
H2Tank,2466,H2,5.640698644273898e-6
Battery,3563,Power,24.024265741775963
H2Tank,6986,H2,7.451410153102322e-6
PHS,2132,Power,0.0
H2Tank,8275,H2,2.1279372888304495e-6
Battery,7365,Power,476.0057219679567
PHS,3492,Power,83.87610972621357
PHS,3493,Power,98.79223361648735
PHS,8550,Power,0.0
Battery,2486,Power,387.1290136310989
Battery,3575,Power,12.519631428218476
PHS,1096,Power,0.0
PHS,7311,Power,1134.0724718514755
H2Tank,6766,H2,7.262945841638756e-6
H2Tank,1204,H2,6.53113646323707e-6
H2Tank,8714,H2,3.3586171310629556e-6
PHS,3926,Power,104.64074901082458
PHS,4972,Power,58.94137284354958
H2Tank,2028,H2,2.7544736135262065e-6
Battery,1185,Power,0.0
H2Tank,8217,H2,1.1910259128885842e-6
PHS,621,Power,0.0
H2Tank,8003,H2,5.322508729519218e-6
PHS,3136,Power,734.040843903273
Battery,5035,Power,607.5868817484859
H2Tank,8078,H2,2.0690840719849644e-6
PHS,6027,Power,19.627470607862765
PHS,8140,Power,82.12606809790118
PHS,522,Power,516.7509783185425
H2Tank,7126,H2,7.475346706815365e-6
Battery,5590,Power,0.0
Battery,2611,Power,0.0
PHS,1668,Power,740.1445068637917
PHS,1705,Power,642.4899298913786
H2Tank,4999,H2,6.2242645291714406e-6
Battery,4801,Power,0.0
Battery,708,Power,0.0
Battery,6359,Power,55.73895364551886
PHS,1514,Power,518.207420974148
Battery,643,Power,0.0
PHS,3629,Power,0.0
Battery,65,Power,0.0
Battery,985,Power,214.6063167376252
PHS,4885,Power,0.0
Battery,1080,Power,30.46322539586283
Battery,2481,Power,632.2846713204875
H2Tank,871,H2,6.509365678499242e-6
H2Tank,7685,H2,4.688399281846863e-6
H2Tank,7603,H2,7.41380748406071e-6
PHS,4065,Power,-0.0
H2Tank,4129,H2,4.448578537399128e-6
Battery,3604,Power,0.0
H2Tank,5907,H2,1.534902526259246e-6
Battery,4405,Power,0.0
Battery,746,Power,0.0
H2Tank,662,H2,6.248039922529946e-6
Battery,5297,Power,0.0
Battery,3114,Power,999.0
Battery,1419,Power,985.4454186199918
H2Tank,2625,H2,5.065241669847507e-6
H2Tank,3606,H2,5.495682598922778e-6
Battery,7651,Power,216.3558768974951
H2Tank,7388,H2,6.344392609242728e-6
H2Tank,6320,H2,2.3368562421363866e-6
Battery,3785,Power,15.872756512800008
H2Tank,998,H2,5.8436702150218565e-6
PHS,7185,Power,129.5756441920576
H2Tank,2462,H2,5.640698644273898e-6
H2Tank,7944,H2,7.900614953984479e-6
H2Tank,2695,H2,6.16335015621249e-6
H2Tank,2233,H2,4.734058554928859e-6
PHS,3337,Power,19.627470607862765
Battery,3610,Power,0.0
H2Tank,5507,H2,3.675270367700097e-6
H2Tank,90,H2,5.474498494423004e-6
PHS,8431,Power,19.627470607862765
PHS,7062,Power,0.0
H2Tank,5218,H2,6.133187723539316e-6
PHS,3188,Power,139.901444894368
H2Tank,4806,H2,1.981234714505859e-6
PHS,5741,Power,15.000000000000002
Battery,1969,Power,66.91226127334478
PHS,2988,Power,89.77529977508999
H2Tank,8552,H2,2.1629416005767593e-6
Battery,3074,Power,70.35920391086167
PHS,356,Power,0.0
PHS,3589,Power,157.68940169166646
PHS,5576,Power,-0.0
Battery,1912,Power,214.80697106692335
H2Tank,4259,H2,4.1274990457610935e-6
Battery,7073,Power,131.34160104283055
H2Tank,3229,H2,2.8619944300719713e-6
Battery,2801,Power,69.21467040782667
Battery,6745,Power,0.0
H2Tank,5903,H2,1.5844409573490577e-6
PHS,3544,Power,0.0
PHS,6521,Power,88.80277297858648
PHS,2323,Power,24.40231048037916
Battery,2096,Power,0.0
Battery,4843,Power,78.88153675387007
Battery,3240,Power,269.88838143941695
PHS,6833,Power,84.9983240596876
PHS,5856,Power,15.000000000000002
PHS,1173,Power,0.0
H2Tank,6294,H2,1.8902215248031675e-6
Battery,8414,Power,0.0
Battery,4574,Power,0.0
PHS,3479,Power,0.0
H2Tank,6880,H2,7.685731653872789e-6
H2Tank,3526,H2,5.897623591614011e-6
H2Tank,1252,H2,6.680014702348143e-6
Battery,4761,Power,0.0
H2Tank,5884,H2,1.3362229102167232e-6
H2Tank,1180,H2,6.53113646323707e-6
Battery,7504,Power,685.5955177127779
Battery,1278,Power,139.7911884722083
PHS,7745,Power,48.501596522252136
Battery,8359,Power,3.8943267926792915
PHS,7292,Power,1532.137571565844
H2Tank,4573,H2,2.195763179100068e-6
Battery,6799,Power,-0.0
H2Tank,406,H2,5.721003152522748e-6
Battery,4313,Power,138.08004493433276
Battery,8688,Power,0.0
H2Tank,5178,H2,6.244583457030981e-6
H2Tank,6269,H2,1.4808063672477167e-6
PHS,7122,Power,89.77529977508999
PHS,2365,Power,148.8792642942793
PHS,5488,Power,78.54848057144238
PHS,4299,Power,19.627470607862765
PHS,5026,Power,74.850149925015
H2Tank,383,H2,5.68352064690334e-6
PHS,335,Power,299.63982026434877
PHS,1164,Power,0.0
PHS,8366,Power,15.000000000000002
Battery,458,Power,0.0
H2Tank,4740,H2,1.3918811937175888e-6
Battery,3392,Power,0.0
Battery,3136,Power,919.6735234916058
H2Tank,5685,H2,1.873145595657163e-6
Battery,6081,Power,-0.0
PHS,7002,Power,379.1311121414715
H2Tank,5356,H2,5.031023368251426e-6
PHS,1635,Power,417.07067796765864
H2Tank,4231,H2,4.177037476850905e-6
PHS,5646,Power,2.511257197519944
H2Tank,5718,H2,1.6254534402081048e-6
H2Tank,7972,H2,6.667257587966699e-6
PHS,4683,Power,15.000000000000002
PHS,6257,Power,98.43245343630316
Battery,8705,Power,0.0
H2Tank,531,H2,6.518650776821198e-6
PHS,2710,Power,753.5235734196625
H2Tank,2539,H2,5.114517155095679e-6
H2Tank,6732,H2,6.630213325416696e-6
Battery,273,Power,460.5307873531379
H2Tank,2031,H2,2.7916931733039747e-6
H2Tank,4593,H2,1.9542304593070295e-6
Battery,387,Power,0.0
PHS,3785,Power,37.45011849147606
H2Tank,848,H2,6.366646875044191e-6
PHS,3649,Power,-0.0
H2Tank,5927,H2,1.6096045916564207e-6
H2Tank,7012,H2,8.009703549768846e-6
Battery,7547,Power,337.0583045963849
Battery,7535,Power,574.5468970270884
PHS,7783,Power,61.0939750623158
Battery,685,Power,0.0
Battery,7402,Power,576.5554834539568
H2Tank,1709,H2,2.991828887286706e-6
H2Tank,4727,H2,1.1685638350509792e-6
PHS,7892,Power,1455.6447862315422
Battery,4663,Power,0.0
PHS,4687,Power,72.34177044983124
PHS,7191,Power,218.5754311470881
PHS,1827,Power,74.850149925015
H2Tank,7729,H2,4.093128065934393e-6
Battery,7518,Power,2.8981131762847117
H2Tank,5723,H2,1.6254534402081048e-6
Battery,8467,Power,0.0
PHS,2644,Power,0.0
Battery,2875,Power,726.1617306184178
PHS,3582,Power,134.35678185377688
Battery,8230,Power,0.0
H2Tank,7797,H2,5.3028909905707175e-6
Battery,1869,Power,999.0
PHS,3671,Power,0.0
PHS,6275,Power,-0.0
Battery,3625,Power,-0.0
PHS,3945,Power,0.0
PHS,2064,Power,-0.0
H2Tank,4785,H2,1.9067955949503227e-6
Battery,5684,Power,113.08350075687174
Battery,2257,Power,0.0
PHS,930,Power,325.1738318354669
H2Tank,3553,H2,5.8234474179001135e-6
PHS,328,Power,439.55128690814973
H2Tank,7440,H2,7.361902540396153e-6
H2Tank,8580,H2,1.92783126228138e-6
H2Tank,1139,H2,6.345038664348229e-6
H2Tank,6285,H2,1.666904166136558e-6
Battery,543,Power,92.79188563195729
PHS,3651,Power,13.423914048485255
PHS,1256,Power,149.31193131503497
PHS,2465,Power,0.0
Battery,851,Power,0.0
PHS,1884,Power,508.5518929225571
PHS,6954,Power,118.92484585423541
Battery,2447,Power,0.0
PHS,2559,Power,58.941372843549566
H2Tank,3444,H2,5.0161471365763365e-6
Battery,4658,Power,0.0
PHS,1209,Power,0.0
PHS,8240,Power,-0.0
Battery,7280,Power,602.04130016042
PHS,3090,Power,747.5063958592466
H2Tank,638,H2,6.154859550164706e-6
H2Tank,227,H2,7.689456719962667e-6
Battery,5609,Power,591.5127936346912
H2Tank,3716,H2,6.352784257178006e-6
H2Tank,7322,H2,6.391669140619516e-6
PHS,6743,Power,-0.0
PHS,3936,Power,157.61053749175582
H2Tank,3357,H2,4.047912690671083e-6
PHS,8103,Power,286.8517453956902
PHS,95,Power,0.0
H2Tank,5053,H2,5.989417136717706e-6
Battery,4597,Power,208.8701182376002
Battery,675,Power,0.0
H2Tank,2850,H2,4.195324936030701e-6
H2Tank,4937,H2,4.884360377171783e-6
H2Tank,7866,H2,6.828892941459216e-6
H2Tank,8717,H2,3.433056250618492e-6
H2Tank,466,H2,6.7200347767081085e-6
H2Tank,7854,H2,6.53113646323707e-6
H2Tank,3933,H2,5.8412881518865845e-6
PHS,3006,Power,275.163598890519
PHS,7060,Power,19.627470607862765
PHS,8304,Power,52.38438302902923
Battery,3748,Power,0.0
PHS,5185,Power,-0.0
Battery,469,Power,0.0
PHS,5099,Power,-0.0
PHS,7947,Power,1972.181273998002
Battery,5522,Power,317.23563877914506
PHS,5451,Power,19.627470607862765
PHS,5406,Power,0.0
Battery,4758,Power,-0.0
H2Tank,2320,H2,4.858299051415846e-6
PHS,15,Power,693.036827969884
H2Tank,3607,H2,5.532902158700547e-6
H2Tank,1987,H2,2.679508602287396e-6
H2Tank,8298,H2,2.1158813633600426e-6
Battery,767,Power,0.0
PHS,1417,Power,1947.9135967034883
H2Tank,6625,H2,5.382963654099e-6
H2Tank,2574,H2,5.182796838995194e-6
H2Tank,4111,H2,4.522754711113025e-6
H2Tank,1404,H2,8.429334011903251e-6
Battery,3068,Power,533.9456382706616
Battery,1799,Power,0.0
Battery,2432,Power,0.0
Battery,6704,Power,0.0
PHS,2173,Power,15.000000000000002
PHS,6720,Power,0.0
H2Tank,5501,H2,3.6442102435783505e-6
H2Tank,6274,H2,1.518025927025485e-6
H2Tank,3684,H2,5.9864851492147055e-6
PHS,4439,Power,46.97584459430331
Battery,8350,Power,-0.0
PHS,1364,Power,1401.3316504624147
Battery,3958,Power,351.4777807369049
PHS,4912,Power,44.955015
PHS,7095,Power,186.74207995510824
H2Tank,896,H2,6.5342663669649675e-6
H2Tank,2992,H2,3.3542233908704487e-6
Battery,4452,Power,0.0
PHS,3698,Power,0.0
H2Tank,4067,H2,4.633887498763051e-6
Battery,7341,Power,134.36667019608348
H2Tank,2969,H2,3.4840974313301823e-6
Battery,8295,Power,169.53262917389623
Battery,7054,Power,232.4032819560298
PHS,6594,Power,48.13950433553003
Battery,8593,Power,0.0
PHS,7672,Power,68.96691152869946
Battery,2721,Power,629.8182079222574
Battery,7557,Power,121.31930774126349
PHS,8540,Power,-0.0
Battery,6468,Power,88.27308131946566
H2Tank,4642,H2,1.7997186762232106e-6
Battery,7841,Power,446.26425897999354
PHS,5585,Power,2.078323552964709
Battery,7924,Power,300.0203578661896
PHS,39,Power,211.37787755084872
PHS,1281,Power,258.5071772809768
Battery,2034,Power,106.50387543261903
Battery,6241,Power,125.82554031778983
Battery,3021,Power,634.5249194154655
Battery,561,Power,120.72581365017665
Battery,1773,Power,0.0
H2Tank,4137,H2,4.430100230431064e-6
Battery,1763,Power,463.9584281285973
Battery,3218,Power,211.96645385915343
PHS,3862,Power,44.68645719600142
PHS,7960,Power,1955.9314254471917
H2Tank,6031,H2,6.439996041675512e-7
