Technology,Hour,Fuel,value
PHS,5323,Power,44.910104940015
Battery,3391,Power,0.0
PHS,8041,Power,650.2097044645183
PHS,6211,Power,192.66756513096627
PHS,5434,Power,75.94394302184502
PHS,7589,Power,1048.2671582433402
H2Tank,3474,H2,5.512583230841006e-6
H2Tank,1017,H2,4.96323282016485e-6
Battery,873,Power,0.0
Battery,2953,Power,428.8299350088262
Battery,7846,Power,60.21308270548268
PHS,4346,Power,19.627470607862765
PHS,6298,Power,0.0
PHS,8465,Power,-0.0
H2Tank,1814,H2,1.0421476737775112e-6
H2Tank,6716,H2,6.258017727639013e-6
H2Tank,8194,H2,7.443911955553652e-7
PHS,7188,Power,174.14232085683838
PHS,816,Power,0.0
PHS,3719,Power,0.0
Battery,7111,Power,158.7860679171955
H2Tank,2352,H2,4.486629345321443e-6
Battery,8006,Power,843.709955382975
Battery,6445,Power,189.11206181462396
PHS,5002,Power,59.910059985000004
PHS,7020,Power,575.5579831384135
H2Tank,4623,H2,1.7499172992917609e-6
PHS,7744,Power,33.53513165390604
Battery,5320,Power,0.0
Battery,2878,Power,776.6159512006851
Battery,4513,Power,0.0
H2Tank,1289,H2,6.680014702348143e-6
Battery,2342,Power,0.0
Battery,6696,Power,-0.0
PHS,5565,Power,120.4154337581383
H2Tank,1710,H2,2.943763518385e-6
Battery,8326,Power,0.0
H2Tank,5125,H2,6.616253163125385e-6
H2Tank,5561,H2,3.0248483820348814e-6
PHS,8327,Power,-0.0
H2Tank,1503,H2,4.009603177969097e-6
PHS,4058,Power,39.27458833345112
Battery,5934,Power,-0.0
H2Tank,4750,H2,1.5407594328286618e-6
Battery,8245,Power,-0.0
H2Tank,6596,H2,5.1596462954323904e-6
Battery,3214,Power,501.24613288339805
H2Tank,4171,H2,4.573081979727755e-6
Battery,577,Power,10.969472258090242
PHS,6872,Power,39.27458833345112
H2Tank,6975,H2,7.389289904858828e-6
PHS,5165,Power,-0.0
Battery,2773,Power,346.09469929490547
PHS,906,Power,44.955015
PHS,8113,Power,433.3228987620102
PHS,8164,Power,0.0
H2Tank,2982,H2,3.130906032203839e-6
PHS,153,Power,512.4571722354008
PHS,7735,Power,15.000000000000002
Battery,6947,Power,143.79500100676972
H2Tank,1453,H2,6.333203274099835e-6
H2Tank,8058,H2,2.936663980660763e-6
H2Tank,3693,H2,5.924627846812851e-6
PHS,4132,Power,0.0
H2Tank,8498,H2,2.410107864342546e-6
PHS,4425,Power,0.0
H2Tank,1838,H2,1.749319309555108e-6
H2Tank,8117,H2,1.8280772438751998e-6
H2Tank,1973,H2,2.431290555155062e-6
PHS,3542,Power,-0.0
H2Tank,5386,H2,4.863929768013928e-6
PHS,1516,Power,516.966171109503
H2Tank,5416,H2,4.684517296464387e-6
Battery,2040,Power,85.57967539878419
Battery,8596,Power,-0.0
H2Tank,902,H2,6.3607503852298086e-6
PHS,2534,Power,115.14909827751036
Battery,1217,Power,0.0
Battery,6852,Power,455.5773268314202
PHS,5620,Power,0.0
H2Tank,1396,H2,8.429334011903251e-6
H2Tank,3859,H2,6.026334167408868e-6
Battery,4376,Power,0.0
H2Tank,7233,H2,6.698030733562397e-6
H2Tank,4339,H2,3.4711805702815003e-6
Battery,6562,Power,45.9545998762738
PHS,2976,Power,118.05992404416594
PHS,5264,Power,15.000000000000002
PHS,4113,Power,0.0
PHS,5372,Power,0.0
H2Tank,6145,H2,7.382317598993435e-7
Battery,5042,Power,106.32974940498907
H2Tank,6142,H2,7.382317598993435e-7
H2Tank,8145,H2,6.134653717290815e-7
PHS,6837,Power,46.4804846531035
H2Tank,7950,H2,7.621595487510073e-6
PHS,8074,Power,87.79505120940868
H2Tank,943,H2,5.939542248045594e-6
H2Tank,1009,H2,5.347755771378502e-6
PHS,2239,Power,0.0
Battery,7037,Power,786.8715536304271
H2Tank,7636,H2,6.213913510609754e-6
PHS,1421,Power,1890.4503667299098
PHS,433,Power,0.0
Battery,8520,Power,0.0
PHS,196,Power,1122.5162793720062
Battery,921,Power,411.4846920861529
Battery,1739,Power,752.6501918211816
H2Tank,1605,H2,2.603617625853494e-6
H2Tank,3560,H2,5.9723256570111865e-6
PHS,2284,Power,0.0
Battery,1168,Power,0.0
PHS,1979,Power,44.955015
PHS,6418,Power,122.4531034190686
Battery,1127,Power,0.0
Battery,1371,Power,319.1453575099719
H2Tank,6355,H2,2.709051839914069e-6
PHS,6777,Power,-0.0
PHS,3375,Power,177.5337199216866
PHS,4833,Power,-0.0
PHS,8369,Power,44.910059985000004
H2Tank,3275,H2,3.2470347908449715e-6
Battery,3039,Power,725.259255929869
Battery,7537,Power,828.9346458157978
Battery,4793,Power,75.55664850061919
PHS,2496,Power,15.000000000000002
PHS,5244,Power,4.695858001223975
PHS,7894,Power,1482.7199523038655
Battery,8534,Power,0.0
PHS,8654,Power,-0.0
H2Tank,4915,H2,4.437725659838564e-6
H2Tank,7320,H2,6.487799878422929e-6
Battery,3368,Power,254.42881225803876
Battery,7088,Power,0.0
Battery,257,Power,708.411986294545
H2Tank,2788,H2,3.531006404003615e-6
H2Tank,2329,H2,4.759222189236224e-6
Battery,1964,Power,0.0
Battery,6029,Power,0.0
PHS,1039,Power,0.0
Battery,801,Power,9.775276620882604
Battery,8101,Power,0.0
Battery,7737,Power,33.23928958490056
Battery,4894,Power,72.29833273345298
Battery,645,Power,0.0
PHS,5485,Power,33.92920735976492
H2Tank,1799,H2,6.699520759998286e-7
PHS,4676,Power,118.05992404416594
Battery,248,Power,643.0960332055918
H2Tank,343,H2,5.695074713374896e-6
PHS,3335,Power,58.94137284354957
H2Tank,5141,H2,6.4861161768240155e-6
Battery,370,Power,0.0
PHS,1109,Power,0.0
PHS,1265,Power,256.67961136581295
H2Tank,4099,H2,4.373876472001952e-6
PHS,7143,Power,216.98601968649075
Battery,556,Power,0.0
PHS,2504,Power,125.21337206751971
PHS,4826,Power,0.0
Battery,7314,Power,38.14315197240925
Battery,4942,Power,439.05990612136554
H2Tank,6564,H2,5.128586171310644e-6
Battery,3633,Power,0.0
PHS,973,Power,279.88129899940833
H2Tank,3325,H2,3.7932722620410897e-6
PHS,1833,Power,164.17747005692308
PHS,3113,Power,1053.0780711809477
PHS,5040,Power,78.62784382462911
Battery,4267,Power,109.13972046566667
PHS,1983,Power,89.73047949031489
H2Tank,3981,H2,5.252986414464872e-6
Battery,3831,Power,12.40263372530471
Battery,1207,Power,0.0
H2Tank,6874,H2,7.778649080396392e-6
H2Tank,6809,H2,7.852299362427026e-6
H2Tank,7498,H2,7.734624029857108e-6
Battery,5096,Power,0.0
PHS,1155,Power,0.0
Battery,4673,Power,405.32955099983
PHS,4649,Power,148.8792642942793
H2Tank,6802,H2,7.703421123315953e-6
Battery,8640,Power,0.0
Battery,2854,Power,516.7544686449071
Battery,2331,Power,0.0
Battery,1749,Power,306.42028984673493
H2Tank,5578,H2,2.6716569829085383e-6
H2Tank,1199,H2,6.53113646323707e-6
H2Tank,4758,H2,1.7640767914952713e-6
PHS,3240,Power,58.941372843549566
H2Tank,1355,H2,7.461625457681276e-6
PHS,6264,Power,1.3068667267438192
Battery,165,Power,0.0
PHS,4887,Power,0.0
H2Tank,3398,H2,4.209635692777478e-6
H2Tank,4705,H2,7.591486774955284e-7
PHS,1057,Power,0.0
PHS,800,Power,20.461043167425608
H2Tank,4022,H2,5.315369608550005e-6
PHS,3755,Power,172.12508692300167
H2Tank,6670,H2,5.5880656516391845e-6
Battery,1858,Power,277.71548768525633
Battery,7420,Power,0.0
H2Tank,5934,H2,1.6717248398999139e-6
PHS,2967,Power,119.56594363636407
PHS,5911,Power,-0.0
PHS,4128,Power,78.6278438246291
PHS,1882,Power,509.57052440083436
Battery,4354,Power,153.96456559522602
Battery,3986,Power,0.0
Battery,6746,Power,0.0
Battery,3302,Power,489.23384229246693
H2Tank,2590,H2,5.0526598526938246e-6
PHS,5590,Power,0.0
PHS,8130,Power,279.3923338902523
Battery,1193,Power,0.0
H2Tank,3309,H2,3.780690444887409e-6
PHS,5720,Power,-0.0
Battery,5488,Power,47.582489803289675
Battery,1055,Power,0.0
Battery,4546,Power,0.0
PHS,4909,Power,-0.0
H2Tank,5686,H2,1.829766600223373e-6
PHS,7523,Power,95.89407216727321
Battery,8400,Power,0.0
PHS,8441,Power,-0.0
PHS,4259,Power,0.0
H2Tank,7208,H2,6.844191865643141e-6
H2Tank,2038,H2,2.6987757467803725e-6
Battery,3375,Power,759.12931568555
H2Tank,4641,H2,1.7624991164454424e-6
PHS,566,Power,0.0
Battery,397,Power,787.465685043171
PHS,5624,Power,59.910059985000004
PHS,8649,Power,0.0
H2Tank,3283,H2,3.426973154077791e-6
H2Tank,7345,H2,5.823055826512333e-6
H2Tank,8080,H2,1.9823260811173845e-6
Battery,7025,Power,726.3233548222347
Battery,3378,Power,487.952671267237
Battery,2054,Power,0.0
Battery,8605,Power,-0.0
PHS,5075,Power,0.0
PHS,5335,Power,-0.0
PHS,6896,Power,0.0
Battery,6691,Power,0.0
H2Tank,4175,H2,4.68474065906106e-6
Battery,6594,Power,68.69357435673446
PHS,3717,Power,0.0
H2Tank,2079,H2,3.06507485474367e-6
Battery,7670,Power,21.321553634548412
H2Tank,6752,H2,7.002408923194378e-6
PHS,8714,Power,340.6208598193421
Battery,4788,Power,0.0
H2Tank,4195,H2,4.573344925569394e-6
Battery,5398,Power,98.97361788046663
PHS,6108,Power,134.4463776927277
Battery,5392,Power,0.0
PHS,112,Power,0.0
H2Tank,2322,H2,4.895518611193615e-6
PHS,8298,Power,151.46706246567535
H2Tank,1713,H2,2.7995674116798815e-6
Battery,8038,Power,228.6215537318092
H2Tank,2037,H2,2.7421547422141627e-6
PHS,4837,Power,0.0
H2Tank,2443,H2,5.770835630575267e-6
H2Tank,3854,H2,6.199850149144027e-6
H2Tank,1963,H2,2.493147857556918e-6
H2Tank,6205,H2,5.344444915673516e-7
Battery,4379,Power,0.0
Battery,8122,Power,946.682185031776
PHS,2338,Power,14.970015000000002
PHS,6445,Power,75.67778347757447
PHS,6609,Power,44.955015
Battery,2225,Power,0.0
PHS,6481,Power,-0.0
H2Tank,6298,H2,1.9274410845809358e-6
H2Tank,4615,H2,1.638258619958456e-6
Battery,3792,Power,22.687826621781173
H2Tank,8074,H2,2.242600053720124e-6
PHS,7344,Power,460.42866416027766
H2Tank,6606,H2,5.196865855210159e-6
PHS,3562,Power,34.01111626006798
H2Tank,6525,H2,4.495853655088583e-6
H2Tank,4453,H2,2.9819556950394018e-6
PHS,7501,Power,309.7414626974469
PHS,787,Power,0.0
H2Tank,7560,H2,7.134266366964989e-6
PHS,1818,Power,0.0
PHS,655,Power,-0.0
PHS,6931,Power,177.35618620176493
H2Tank,5311,H2,5.650385229794886e-6
H2Tank,5968,H2,8.105673127217749e-7
Battery,7385,Power,242.00055172515832
H2Tank,4385,H2,3.390844960911579e-6
Battery,1122,Power,0.0
Battery,5178,Power,315.5588730194727
H2Tank,5877,H2,1.3113222217509983e-6
H2Tank,3706,H2,6.216224889378976e-6
H2Tank,7129,H2,7.512566266593133e-6
H2Tank,5323,H2,5.5017699365254524e-6
Battery,6740,Power,38.00465719311657
PHS,5717,Power,-0.0
Battery,7434,Power,59.2360716238452
PHS,3697,Power,0.0
PHS,4717,Power,0.0
H2Tank,8517,H2,2.484809929739719e-6
Battery,6780,Power,0.0
PHS,4329,Power,0.0
PHS,5187,Power,0.0
Battery,4890,Power,0.0
PHS,4410,Power,0.0
PHS,5132,Power,98.33402098286687
Battery,7255,Power,0.0
Battery,8247,Power,0.0
H2Tank,1026,H2,4.893475833015267e-6
H2Tank,7317,H2,6.631995985128049e-6
PHS,749,Power,0.0
PHS,97,Power,0.0
PHS,6905,Power,0.0
Battery,2253,Power,0.0
Battery,585,Power,0.0
Battery,729,Power,0.0
PHS,1331,Power,944.8569317043064
PHS,6043,Power,-0.0
H2Tank,1418,H2,7.996745691787892e-6
H2Tank,6070,H2,2.353732841370148e-7
Battery,7780,Power,5.14760623135378
Battery,4119,Power,112.47620052887116
H2Tank,1384,H2,8.280455772792178e-6
PHS,4889,Power,29.985000000000003
PHS,4092,Power,0.0
PHS,2817,Power,387.45664616490774
PHS,7902,Power,1590.4804648663287
H2Tank,351,H2,5.8377935168299475e-6
H2Tank,4814,H2,2.0184542742836275e-6
H2Tank,3736,H2,6.557623308876551e-6
PHS,2974,Power,143.8991100881601
Battery,7563,Power,267.61640851658
H2Tank,1160,H2,6.4566973436815335e-6
H2Tank,2983,H2,3.130906032203839e-6
H2Tank,286,H2,6.23973450952118e-6
PHS,3437,Power,0.0
H2Tank,6664,H2,5.401967852750343e-6
Battery,8220,Power,0.0
H2Tank,2761,H2,4.106054822794345e-6
H2Tank,7861,H2,6.7544538219036795e-6
PHS,8720,Power,428.3575369411034
Battery,1877,Power,260.4941160324514
H2Tank,3428,H2,4.724550094010212e-6
Battery,8623,Power,0.0
PHS,972,Power,280.1614604598682
Battery,6970,Power,221.98287865047993
Battery,5542,Power,533.7833119566136
Battery,305,Power,396.53716889586576
Battery,2837,Power,10.014016724873489
PHS,4242,Power,12.371275479400971
H2Tank,3475,H2,5.4692042354072165e-6
Battery,7994,Power,967.7674871200228
PHS,5149,Power,59.910059985000004
PHS,8745,Power,788.3104369966638
H2Tank,6642,H2,5.407864342564725e-6
H2Tank,8266,H2,2.0224380451531666e-6
Battery,5236,Power,0.0
H2Tank,4160,H2,4.50480229582824e-6
PHS,5823,Power,10.3471718627451
Battery,7055,Power,157.85157459764895
H2Tank,195,H2,7.670452521311331e-6
PHS,685,Power,0.0
H2Tank,1047,H2,5.265671430792949e-6
PHS,5018,Power,58.94137284354957
Battery,4301,Power,0.0
H2Tank,954,H2,5.852784257178014e-6
H2Tank,1781,H2,2.2331735866660955e-7
PHS,2349,Power,58.941372843549566
H2Tank,603,H2,6.136118297355002e-6
PHS,690,Power,0.0
PHS,2157,Power,0.0
Battery,5968,Power,0.0
PHS,880,Power,0.0
Battery,6044,Power,-0.0
H2Tank,805,H2,6.502943297001581e-6
PHS,4724,Power,38.469857253272906
H2Tank,1224,H2,6.680014702348143e-6
Battery,8394,Power,0.0
PHS,6161,Power,493.6985760327942
H2Tank,5387,H2,4.9011493277916966e-6
Battery,4271,Power,16.597626154597375
H2Tank,2434,H2,5.814214626009057e-6
Battery,3594,Power,258.5118300614446
H2Tank,596,H2,6.222876288222581e-6
Battery,5437,Power,219.5374678578397
PHS,7203,Power,394.980196560072
Battery,7591,Power,302.7017757407637
PHS,3532,Power,0.0
Battery,1806,Power,39.10777644209337
Battery,2239,Power,0.0
PHS,3677,Power,-0.0
Battery,7972,Power,948.0983533721729
H2Tank,7528,H2,7.09036147984792e-6
Battery,7497,Power,461.9367187220537
Battery,4339,Power,0.0
Battery,4017,Power,-0.0
H2Tank,3400,H2,4.246855252555246e-6
Battery,2401,Power,0.0
H2Tank,975,H2,5.7970863904321815e-6
PHS,2567,Power,0.0
H2Tank,4752,H2,1.6151985523841983e-6
PHS,3939,Power,98.37345306308642
Battery,326,Power,704.3827403810899
Battery,4147,Power,177.82253276226007
PHS,3570,Power,39.27458833345111
Battery,4390,Power,7.850555182705865
PHS,7994,Power,1616.3181353804378
H2Tank,1338,H2,7.089429859903594e-6
PHS,2514,Power,58.47055357105247
H2Tank,1944,H2,2.133271131091279e-6
Battery,5937,Power,213.47799777381084
Battery,5846,Power,0.0
Battery,7451,Power,204.55531586674923
PHS,7220,Power,641.2891472689976
H2Tank,976,H2,5.83430595020995e-6
Battery,2027,Power,-0.0
Battery,3419,Power,0.0
H2Tank,322,H2,5.421955977776836e-6
Battery,3941,Power,75.2681847163739
H2Tank,4200,H2,4.356449948400446e-6
Battery,4260,Power,0.0
PHS,5062,Power,19.627470607862765
H2Tank,1145,H2,6.345038664348229e-6
H2Tank,8316,H2,1.6636131020540773e-6
Battery,5073,Power,0.0
Battery,834,Power,0.0
H2Tank,4564,H2,2.0468849399889948e-6
H2Tank,1727,H2,2.1266522470559957e-6
PHS,6922,Power,134.4463776927277
H2Tank,7606,H2,7.451027043838478e-6
H2Tank,2001,H2,2.5991729929174746e-6
Battery,6224,Power,76.41877966582305
H2Tank,7739,H2,3.96298683857106e-6
H2Tank,7013,H2,8.046923109546614e-6
H2Tank,1422,H2,7.804484216181066e-6
H2Tank,2332,H2,4.7530627535802025e-6
H2Tank,5731,H2,1.662672999985873e-6
PHS,4781,Power,0.0
H2Tank,4313,H2,3.818212533751821e-6
Battery,6774,Power,0.0
PHS,244,Power,1396.9244865386293
H2Tank,146,H2,6.7399635268671245e-6
Battery,4572,Power,0.0
PHS,5199,Power,118.05992404416592
H2Tank,3152,H2,2.5444449156735747e-6
PHS,6495,Power,7.461213517837283
H2Tank,7585,H2,7.078831446060796e-6
Battery,3337,Power,6.459109164805376
PHS,382,Power,62.21450619039327
H2Tank,2440,H2,5.770835630575267e-6
H2Tank,1978,H2,2.4623506792768085e-6
H2Tank,8061,H2,2.806526994359393e-6
Battery,4049,Power,0.0
PHS,4801,Power,-0.0
Battery,1730,Power,606.6015080899339
PHS,8372,Power,0.0
Battery,4589,Power,0.0
H2Tank,8139,H2,8.737393443318211e-7
Battery,1134,Power,0.0
Battery,30,Power,-0.0
PHS,4221,Power,107.85028934249479
PHS,7032,Power,518.0679808486436
Battery,2405,Power,0.0
H2Tank,7049,H2,7.947837765243063e-6
H2Tank,8116,H2,1.8714562393089898e-6
PHS,1022,Power,-0.0
Battery,1767,Power,119.63939594816628
Battery,2080,Power,0.0
PHS,3318,Power,0.0
PHS,7301,Power,1342.637011394572
Battery,8545,Power,0.4580884592163061
PHS,5340,Power,17.98409851219764
H2Tank,4523,H2,2.647768494564398e-6
Battery,3559,Power,0.0
PHS,8032,Power,833.4471450504586
Battery,6711,Power,0.0
PHS,2882,Power,193.9165969332181
PHS,6775,Power,-0.0
Battery,7436,Power,0.0
Battery,7664,Power,100.10689718515302
H2Tank,1593,H2,3.18040205267397e-6
Battery,6450,Power,-0.0
H2Tank,7417,H2,7.0143446852425565e-6
Battery,5961,Power,248.29177045402676
Battery,6355,Power,102.43495446551347
H2Tank,7247,H2,7.033006771562312e-6
PHS,6153,Power,569.7620085434373
H2Tank,99,H2,5.623376733534077e-6
PHS,3880,Power,0.0
Battery,4879,Power,0.0
H2Tank,4824,H2,2.2789911927280053e-6
Battery,4564,Power,0.0
H2Tank,798,H2,6.589701287869161e-6
PHS,2639,Power,0.0
PHS,6676,Power,-0.0
PHS,917,Power,193.77490627309695
H2Tank,1033,H2,5.04235407212634e-6
PHS,1089,Power,0.0
H2Tank,1770,H2,1.3013698630136987e-7
H2Tank,4498,H2,2.7281041039343196e-6
H2Tank,5909,H2,1.5721220860370143e-6
H2Tank,8666,H2,2.682242673565468e-6
PHS,2776,Power,39.27458833345112
PHS,5067,Power,-0.0
PHS,5521,Power,118.05992404416594
PHS,6883,Power,0.0
PHS,4110,Power,0.0
Battery,4740,Power,0.0
H2Tank,2099,H2,3.5055501364208673e-6
H2Tank,8471,H2,2.347724670257416e-6
PHS,5397,Power,59.77537462523992
Battery,2188,Power,0.0
H2Tank,196,H2,7.670452521311331e-6
PHS,7189,Power,188.96817853598154
H2Tank,3899,H2,5.611548411722314e-6
H2Tank,4290,H2,4.146503244412437e-6
H2Tank,5211,H2,6.133187723539316e-6
H2Tank,6125,H2,4.0941515755545083e-7
H2Tank,7877,H2,7.16386897945913e-6
H2Tank,193,H2,7.633232961533563e-6
Battery,5654,Power,-0.0
H2Tank,6207,H2,6.088836111228881e-7
Battery,610,Power,0.0
PHS,2474,Power,0.7051594066409825
H2Tank,870,H2,6.472146118721474e-6
H2Tank,2875,H2,3.6501392482011365e-6
H2Tank,3992,H2,5.20344798337506e-6
H2Tank,6944,H2,7.494263256852833e-6
H2Tank,7344,H2,5.8664348219461225e-6
H2Tank,8120,H2,1.69794025757383e-6
H2Tank,3241,H2,2.880735682881674e-6
Battery,6110,Power,0.0
PHS,7257,Power,1163.1091724800788
H2Tank,3048,H2,2.8901621499357115e-6
H2Tank,3585,H2,5.836292180895435e-6
PHS,4300,Power,0.0
Battery,2063,Power,0.0
Battery,7001,Power,188.5790151704504
H2Tank,7196,H2,6.788231053055669e-6
PHS,4150,Power,58.941372843549566
Battery,2697,Power,546.6382238657867
PHS,7661,Power,286.71613885194694
Battery,3126,Power,276.2779772708414
PHS,1491,Power,986.7079662006186
H2Tank,6106,H2,7.443911955553652e-8
H2Tank,1038,H2,5.116793191681876e-6
Battery,1843,Power,0.0
H2Tank,1652,H2,4.011797220690719e-6
Battery,7669,Power,39.23076248857507
Battery,4877,Power,0.0
Battery,3536,Power,0.0
H2Tank,4113,H2,4.522754711113025e-6
PHS,6742,Power,-0.0
PHS,538,Power,197.16119052954932
H2Tank,1760,H2,5.686133141071856e-7
H2Tank,7928,H2,8.354894892347715e-6
H2Tank,1581,H2,3.757186479494446e-6
H2Tank,3524,H2,5.823184472058474e-6
Battery,5699,Power,-0.0
Battery,7315,Power,27.78680204610087
PHS,1932,Power,44.955015
H2Tank,1487,H2,4.778649080396398e-6
H2Tank,7906,H2,7.908260175014495e-6
Battery,4953,Power,148.80389107280067
PHS,6901,Power,-0.0
H2Tank,1449,H2,6.506719255834996e-6
PHS,6765,Power,135.99765317980348
H2Tank,4378,H2,3.3536254011338105e-6
Battery,2730,Power,434.78084784486487
Battery,3684,Power,0.0
H2Tank,153,H2,6.8888417659781975e-6
Battery,681,Power,0.0
H2Tank,5756,H2,1.9419511712399536e-6
H2Tank,930,H2,6.243195216082122e-6
Battery,3057,Power,0.0
PHS,2232,Power,0.0
H2Tank,7276,H2,7.5913001682288355e-6
Battery,2066,Power,0.0
H2Tank,1518,H2,3.544477430481924e-6
Battery,7956,Power,970.6308269307408
PHS,5649,Power,-0.0
PHS,2825,Power,306.3930478808084
H2Tank,6331,H2,2.411295361691923e-6
PHS,3772,Power,25.26303584377754
Battery,5079,Power,0.0
Battery,7079,Power,302.29718205531105
H2Tank,3882,H2,5.642345590002421e-6
Battery,7785,Power,32.61141040249695
Battery,5355,Power,14.194342352342987
Battery,7663,Power,135.0926877131836
H2Tank,6497,H2,4.135976928622944e-6
Battery,6560,Power,102.68445290938959
Battery,6592,Power,151.7369640039943
PHS,296,Power,767.7604940143295
PHS,2046,Power,-0.0
PHS,1772,Power,19.627470607862765
PHS,7969,Power,1938.3982920974443
Battery,1141,Power,0.0
PHS,8451,Power,0.0
H2Tank,8253,H2,2.047075787777254e-6
Battery,5157,Power,225.08058732046624
H2Tank,808,H2,6.416185306134002e-6
H2Tank,1904,H2,2.566535193745907e-6
H2Tank,5534,H2,3.346979657039478e-6
PHS,2682,Power,435.6870722527429
PHS,4638,Power,29.985000000000003
PHS,5561,Power,119.46125811188875
PHS,7218,Power,612.5285919242542
Battery,4764,Power,0.0
H2Tank,3668,H2,5.769327226204117e-6
H2Tank,3806,H2,5.808650352715001e-6
H2Tank,7828,H2,5.972843066570546e-6
H2Tank,8223,H2,1.3771237117774255e-6
H2Tank,2396,H2,5.528777019098954e-6
H2Tank,5257,H2,5.928874563524049e-6
Battery,8201,Power,0.0
PHS,1741,Power,381.2270571200567
PHS,8213,Power,0.0
PHS,754,Power,0.0
Battery,6922,Power,438.5691097024911
Battery,4784,Power,0.0
H2Tank,2359,H2,4.635507584432516e-6
Battery,5863,Power,-0.0
PHS,5261,Power,0.0
PHS,5714,Power,-0.0
PHS,2766,Power,236.83069351726294
H2Tank,5621,H2,2.1452125478886715e-6
H2Tank,2819,H2,4.157579484569654e-6
PHS,6834,Power,84.91332573562792
H2Tank,6087,H2,-0.0
Battery,8087,Power,129.37607477728102
Battery,1508,Power,450.22867258668265
PHS,4753,Power,0.0
PHS,2392,Power,128.69640462320214
PHS,7280,Power,1477.8813112058656
H2Tank,3279,H2,3.278094914966718e-6
Battery,420,Power,-0.0
PHS,3093,Power,790.22113344335
H2Tank,3632,H2,5.3845498112727525e-6
PHS,8090,Power,138.5956612576731
H2Tank,7574,H2,6.818294527616418e-6
H2Tank,8626,H2,2.3128716230543808e-6
H2Tank,828,H2,6.45340486591177e-6
H2Tank,8348,H2,1.7075179891711435e-6
PHS,118,Power,51.65211596166437
Battery,4672,Power,458.48293717280654
H2Tank,6177,H2,1.2531461611320774e-6
Battery,8425,Power,0.0
H2Tank,2705,H2,5.971355867509267e-6
PHS,1903,Power,302.4034550840841
H2Tank,8017,H2,4.715202793446159e-6
PHS,3314,Power,41.482130873620235
H2Tank,6416,H2,3.112307561813498e-6
Battery,7800,Power,67.55701331371296
PHS,1326,Power,874.3698963011622
H2Tank,8073,H2,2.285979049153914e-6
Battery,6183,Power,115.4545922827498
H2Tank,6025,H2,7.369170306911528e-7
Battery,5668,Power,-0.0
Battery,4864,Power,0.0
H2Tank,6850,H2,8.354894892347715e-6
Battery,219,Power,758.8441307795032
Battery,6117,Power,136.7041960227604
PHS,3322,Power,59.910059985000004
PHS,6287,Power,0.0
PHS,30,Power,390.64601163731567
Battery,6071,Power,0.0
PHS,4340,Power,29.132668854455805
H2Tank,1095,H2,6.233379985014924e-6
Battery,4020,Power,185.95436448321948
H2Tank,4889,H2,3.656114904505431e-6
PHS,669,Power,0.0
Battery,5990,Power,105.10587937883031
Battery,5610,Power,514.8264568483008
H2Tank,7455,H2,7.771317697951604e-6
